"department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Off-Road Machine Design","361","Design and development concepts of agricultural and industrial machines; analysis and synthesis of tillage, planting, harvesting, chemical application, material handling mechanisms, and precision farming tools. Prerequisite: ABE 223 and TAM 212.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Intro Asian American Theatre","260","Same as THEA 260. See THEA 260.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Understanding Financial Statements","211","Provides a basic understanding of financial statements. Topics include financial statement components and their meaning, the broader purpose of financial statements, and the role of accounting in producing financial statements. Emphasizes the ability to read and, to some extent, interpret real-world financial statements. Credit is not given for ACCY 211 if credit has been given for ACCY 200, ACCY 201, and/or ACCY 202. ACCY 211 does not count toward undergraduate degree requirements for degrees offered through the College of Business or toward the Business Minor. Prerequisite: Intended for non-business majors.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Microcomputer Applications","161","Instruction and practice in solving data-related problems with microcomputers and general purpose software packages.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Independent Study","397","Individual research, special problems, thesis, development or design work under the supervision of a member of the faculty. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.","1 TO 4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Understanding Accounting for Business Decisions","212","This course provides a fundamental understanding of how accounting facilitates and influences decisions made by owners, managers, and employees within an organization. Accounting provides information for all types of decisions, ranging from everyday operational and procedural decisions to decisions about the long-term strategy and direction of the firm. Course topics include pricing, product selection, resource planning and allocation, and operational and strategic performance measurement. Credit is not given for ACCY 212 if credit has been given for ACCY 200, ACCY 201, and/or ACCY 202. ACCY 212 does not count toward undergraduate degree requirements for degrees offered through the College of Business or toward the Business Minor. Prerequisite: Intended for non-business majors.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Politics of Hip Hop","265","Same as LLS 265. See LLS 265.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Undergraduate Open Seminar","199","Experimental course on a special topic in agricultural and consumer economics. Topic may not be repeated except in accordance with the Code. Approved for Letter and S/U grading. May be repeated if topics vary, up to 5 hours in the same semester, to a maximum of 12 hours.","1 TO 5 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Special Topics","398","Subject offerings of new and developing areas of knowledge in agricultural and biological engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate term if topics vary to a maximum of 12 hours.","1 TO 3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","The Politics of Fashion","275","Same as GWS 275. See GWS 275.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Prof Internship in Accountancy","290","Formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience are required. Approved for Letter and S/U grading. May be repeated in subsequent terms to a maximum of 3 hours. Prerequisite: Open to Department of Accountancy students; completion of ACCY 201 and ACCY 202 (or equivalent); and consent of department.","0 TO 3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Environmental Economics","210","Economic issues surrounding environmental quality, including: costs and benefits of environmental protection; economics of environmental policies (such as those dealing with toxics, water, and air pollution, and municipal solid waste); and economics of international environmental problems (such as ozone depletion and climate change). Same as ECON 210, ENVS 210, NRES 210, and UP 210.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Engrg Measurement Systems","425","Principles of instrumentation systems, including sensing, signal conditioning, computerized data acquisition, test design, data analysis and synthesis. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 425 and ME 360. Prerequisite: ECE 205.","4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Atg Measurement & Disclosure","301","Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent and recommend concurrent enrollment in ACCY 302 for Accountancy majors.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Constructing Race in America","281","Same as AFRO 281, HIST 281, and LLS 281. See HIST 281.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural, Consumer and Environmental Sciences","ACES","Contemporary Issues in ACES","101","Study of contemporary issues in the human, food and natural resource systems, and an overview of the role of the College of Agricultural, Consumer and Environmental Sciences and the University of Illinois in these systems. Required of and limited to new  freshmen enrolled in the College of ACES.","2 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Agricultural Marketing","222","Examines factors affecting the size of the market for agricultural products and the scope of marketing activities; functions and services performed; pricing agricultural products, including the nature and causes of price fluctuations; and costs of marketing and efforts to reduce costs and improve the marketing system.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Project Management","430","Engineering team effectiveness; project definition; assessing related technologies; marketing and business planning related to engineering; budgeting and financial analyses of engineering projects; safety, ethics and environmental considerations; intellectual property; engineering proposal presentation. Same as TSM 430. 2 undergraduate hours. 2 graduate hours.","2 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Decision Making for Atg","302","Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment; and recommend concurrent enrollment in ACCY 301 for Accountancy majors.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Asian American History","283","Same as HIST 283. See HIST 283.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural, Consumer and Environmental Sciences","ACES","Intro Sustainable Food Systems","102","An objective approach towards critical systems thinking and towards collaborative analysis across multiple disciplines for the development, production, preparation, consumption, and utilization of food, feed, fiber and energy, while managing the disposal and reuse of byproducts, within complex socioeconomic, ecological and environmental systems. Students will be introduced to the fundamentals of modern crop, livestock, and other agricultural production systems, and consider the future challenges and opportunities in producing enough for a growing world population.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Food and Agribusiness Mgt","231","Overview of management in the food and agribusiness sector. Major topics covered include: introduction to the food and agribusiness sector; the environment of the firm; fundamentals, structural design, and change in organizations; leadership, motivation, communication; and planning and control. Coverage is at the introductory level with a focus on textbook material and current issues.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Renewable Energy Systems","436","Renewable energy sources and applications, including solar, geothermal, wind, and biomass. Renewable energy's role in reducing air pollution and global climate change. Capstone project to design a system for converting renewable energy into thermal or electrical energy. 3 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 436 and TSM 438. Prerequisite: PHYS 211.","3 OR 4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Asian American Literature","286","Same as ENGL 286. See ENGL 286.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Atg Institutions and Reg","303","Regulation theory and practice as applied to accounting information. A general framework for regulation of accounting procedures is developed. This framework is applied to reporting, taxation, and regulated business activities. Projects facilitate self-discovery of knowledge and the development of professional attitudes and skills with emphasis on professional research. Prerequisite: ACCY 301 and ECON 302 and FIN 221; or consent of department.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural, Consumer and Environmental Sciences","ACES","History of Ag in IL Since 1860","179","An introduction to the history of agriculture in the rural Midwest with an emphasis on Illinois based on an analysis of the attitudes of indigenous peoples, immigrants, farmers and agribusiness interests toward land, labor, crop selection and production, and technology. The course compares the regional characteristics of the rural Midwest to other U.S. regions, and explores factors that created the American ""breadbasket,"" a region recognized for the commodities, equipment and ideas that it exports to the world.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Farm Management","232","Economic principles are applied to the management of farms using budgeting system analysis, record analysis, financial management, and lease analysis. Problems related to resource appraisal and business organization are also addressed.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Applied Statistical Methods I","440","Same as ANSC 440, CPSC 440, FSHN 440, and NRES 440. See CPSC 440.","4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Accounting Control Systems","304","Broad perspective on accounting and control that considers attainment of all goals of an organization, including those concerned with financial objectives. Topics include the conceptual foundations of control and application of practical, analytical tools to the evaluation of an organization's control environment. Cases, class discussion and field research projects emphasize independent thinking, group processes, and communication. Prerequisite: ACCY 301 and ACCY 302 and BADM 310; or consent of department.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Food and Asian Americans","287","Introduction to the interdisciplinary study of food to better understand the historical, social, and cultural aspects of Asian American food preparation, distribution and consumption. Students will investigate the politics and poetics of Asian American foodways by examining social habits, and rituals around food in restaurants, ethnic cookbooks, fictional works, memoirs, magazines, and television shows. Prerequisite: AAS 100 or AAS 120, or consent of instructor.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural, Consumer and Environmental Sciences","ACES","Undergraduate Open Seminar","199","Experimental course on a special topic in the College of Agricultural, Consumer and Environmental Sciences. Approved for Letter and S/U grading. May be repeated as topics vary.","1 TO 5 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Personal Financial Planning","240","Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning. Prerequisite: Sophomore standing or consent of instructor.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Statistical Methods","445","Same as ANSC 445 and NRES 445. See ANSC 445.","4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Global Islam and Feminisms","288","Same as GWS 288. See GWS 288.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Principles of Taxation","312","Introduction to the United States federal income tax system with an emphasis on income tax determination and the taxation of property transactions. Topics include the tax environment, tax provisions relevant to businesses, employees and business owners. Projects facilitate self-discovery of knowledge and envelopment of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Advertising","ADV","Introduction to Advertising","150","Introduction to the practice and profession of advertising. Course material covers various functional areas of advertising and integrated brand promotion, including account planning, creative, media, research, consumer behavior, sales promotion and interactive advertising. Topics also include how advertising relates to society in cultural, social, ethical and regulatory contexts. Open to all undergraduate majors.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural, Consumer and Environmental Sciences","ACES","ACES Transfer Orientation","200","Introduction to College of ACES and campus resources for students new to the College of ACES. Required of all off campus transfer students and optional for Inter College Transfer students. First eight weeks course. Approved for S/U grading only.","0 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","The World Food Economy","251","Examination of global food production, consumption, and trade; problems of hunger and population; the role of agricultural development, trade, and aid in relieving hunger. Prerequisite: ACE 100 or ECON 102 or consent of instructor.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Biological Nanoengineering","446","Nanodevice design through organization of functional biological components; bio-molecular function and bioconjugation techniques in nanotechnology; modulation of biological systems using nanotechnology; issues related to applying biological nanotechnology in food energy, health, and the environment. 3 undergraduate hours. 4 graduate hours. Prerequisite: MCB 150.","3 OR 4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Individual Study","290","Supervised reading and research in Asian American Studies chosen by the student with instructor approval. May be repeated to a maximum of 6 hours. Prerequisite: AAS 100.","2 TO 3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Principles of Public Policy","321","Same as ACE 321, BADM 303, and PS 321. See PS 321.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Advertising","ADV","Undergraduate Seminar","199","May be repeated to a maximum of 12 hours in separate semesters, if topics vary.","1 to 5 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural, Consumer and Environmental Sciences","ACES","Introduction to Bioenergy","250","Introductory undergraduate survey course of a wide range of bioenergy issues. Topics span the entire life cycle of biofuels from feedstock production to end-product utilization. Class participants will gain a general understanding of each topic presented and an appreciation for what progress has been made and the challenges that remain in enabling biofuels production and utilization to meet national goals.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Economic Systems in Africa","254","Examines systems of production and exchange in Africa. Through lectures, discussions, readings and films participants will study the ways African people interact in local markets and the impact of national and international markets on their welfare. Same as AFST 254.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Environmental Soil Physics","454","Provides the theoretical basis for understanding and quantifying the physical, hydrological, geotechnical, and thermal properties of soil in relation to environmental processes. Topics include general soil properties as a porous media, particle size, soil structure and aggregation, water retention and potential, flow in saturated soil, flow in an unsaturated soil, soil temperature and heat flow, soil mechanics, infiltration, and soil-plant-water relations. 3 undergraduate hours. 3 graduate hours. Prerequisite: TAM 335 or NRES 201 or consent of instructor.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Hinduism in the United States","291","Same as REL 291. See REL 291.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Practical Problems in Atg","398","Course covers the professional standards relating to corporate financial reporting, taxation, auditing and public sector reporting. Serves as a review course for the Uniform Certified Public Accountant (CPA) Examination. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 16 hours in separate terms, if topics vary. Credit is not given towards degree requirements. Prerequisite: Consent of the Department. Intended for students enrolled in the BS in Accountancy, Certificate in Accountancy, MAS, and MSA programs. Students from other UIUC programs must demonstrate that they have taken courses in financial accounting (beyond introductory level), cost/managerial accounting (beyond introductory level), auditing, and taxation.","0 TO 16 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Advertising","ADV","Advertising Research Methods","281","Introduces students to the wide spectrum of qualitative and quantitative research techniques that are commonly used in the advertising industry. In addition to examining the principles, methods and techniques of advertising research, the course will address issues such as when research should and should not be conducted, analyzing data sets, forming meaningful research questions, figuring out how to answer the questions, and presenting the answers to these questions in a clear and compelling manner. Credit is not given for ADV 281 if credit for ADV 481 has been earned. Prerequisite: ADV 150, STAT 100 or equivalent.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Economics of Food and Environmental Justice","255","Access to food and a healthy environment varies across rural/urban location, race, gender, and income in the U.S. Students in this course will analyze questions of ""food justice"" and ""environmental justice"" through the lens of economic theory. Students will learn important concepts in the scholarship of minority cultures, learn facts about how food security and experience of environmental quality varies among groups in the U.S., and learn how to use economic theory to understand those patterns and analyze policies to correct inequities. Prerequisite: ACE 100 or ECON 102 or consent of instructor.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural, Consumer and Environmental Sciences","ACES","International Internship","293","Supervised learning experience designed for ACES students registering for an academic term abroad and/or for non-degree exchange students enrolling for an academic term at Illinois. The nature of the experience and the setting in which it takes place must be approved in advance by ACES faculty and by representative(s) of institutions/organizations/agencies that cooperate with the College of ACES in student exchange/study abroad programs. 0 to 3 undergraduate hours. Approved for both letter and S/U grading. May be repeated to a maximum of 10 hours.(Summer Session). Prerequisite: Written consent of ACES Study Abroad Office.","0 TO 5 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Erosion and Sediment Control","455","Processes, estimation, and control of soil erosion by water, wind and resultant sedimentation. Upland, in-channel, urban, agricultural, disturbed (both military training and mining), and forested environments. Capstone experience in site planning and design. 2 undergraduate hours. 2 graduate hours. Prerequisite: CEE 350 or NRES 401; CEE 380 or NRES 201.","2 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Asian Families in America","297","Same as HDFS 221 and SOCW 297. See SOCW 297.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Assurance and Attestation","405","Conceptual introduction to diverse means by which assurers improve the quality of information used by third parties for contracting purposes, with emphases on the credibility- and relevance-enhancement properties of assurers' services. Topics include the economics of assurance and attestation, and concepts including independence, risk, evidence, and control. Projects facilitate self-discovery of knowledge and development of professional skills and attitudes. 3 undergraduate hours. 3 graduate hours. Prerequisite: ACCY 304 or consent of department.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Advertising","ADV","Advertising and Brand Strategy","283","Designed to help students acquire brand decision-making skills. Advertising and marketing theories, practical problems and traditional cases will be studied as they learn to build a strong brand strategy that will lead to a strong brand advertising strategy. This encompasses every facet of making advertising decisions for a brand. This involves understanding the content a consumer requires, how the consumer will come in contact with the brand, and what is the goal of the connection between consumer and content/contact. Prerequisite: ADV 150, ADV 281.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural, Consumer and Environmental Sciences","ACES","Undergrad Research or Thesis","295","Individual research, special problems, thesis, development and/or design work under the supervision of an appropriate member of the faculty. May be repeated to a maximum of 12 hours. Students may register in more than one section per term. Prerequisite: GPA of 3.0 or above at the time the activity is arranged, and consent of instructor.","1 TO 4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Applied Statistical Methods","261","Statistical methods and computer applications for agricultural and consumer economics, including descriptive statistics, probability distribution, interval estimation, hypothesis testing, analysis of variance, simple and multiple regression, and non-parametric methods. Credit is not given for ACE 261 if credit for any of ECON 202, CPSC 440, STAT 100, or equivalent has been earned. Prerequisite: MATH 124 or MATH 125.","4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Biological Engineering","ABE","Land & Water Resources Engrg","456","Hydrology, hydraulics, design, construction and cost estimating of structures for the conservation and quality control of soil and water resources; relationship of topography, soils, crops, climate, and cultural practices in conservation and quality control of soil and water for agriculture. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Credit or concurrent registration in TAM 335.","3 OR 4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Asian American Studies","AAS","Begin Topics Asian Am Studies","299","May be repeated in the same or subsequent terms to a maximum of 6 hours.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Accountancy","ACCY","Advanced Financial Reporting","410","Current authoritative accounting standards and applications to accounting practice. Topics do not represent the full range of financial reporting issues, but are selected based on relevance of the underlying business transaction, complexity of the topic, consistency of applicable standard with underlying reporting concepts, and transferability of the standard to other accounting issues.  3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ACCY 303 or consent of department.","3 OR 4 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural, Consumer and Environmental Sciences","ACES","International Experience","298","International experience in agricultural, consumer and environmental sciences related areas involving foreign travel and study without enrollment in another institution. Experience must be planned and approved in advance through consultation with a College of Agricultural, Consumer and Environmental Sciences faculty member. Additional fees may apply. See Class Schedule. Approved for both letter and S/U grading. May be repeated to a maximum of 9 hours. Not open to students on probation. Prerequisite: Written consent of ACES Study Abroad Office.","1 TO 9 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Advertising","ADV","Consumer Insight","284","Course focuses on methods of eliciting consumer insight. In particular, this class introduces the process and applied outcomes of consumer insight in terms of building brand strategy. Techniques for persuasive presentation of insight will also be introduced. Prerequisite: ADV 281.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Agricultural and Consumer Economics","ACE","Consumer Economics","270","Introduction to the study of the consumer in the American economy; sources of consumer information and consumer protection; and examination of current consumer issues within an economic framework.","3 hours.""department","department_code","course_title","course_number","course_description","course_hours"
"Aerospace Engineering","AE","Intro to Aerospace Engineering","100","Introduction to the Aerospace Engineering curriculum and career. Typical section topics include aircraft and rocket design and flight. Overviews of the topics are presented along with theory to be experimentally verified.","2 hours.""department","department_code","course_title","course_number","course_description","course_hours"
